reference,count
"bourdieu p., passeron j.-c., la reproduction. Ã©lÃ©ments pour une thÃ©orie du systÃ¨me dâenseignement, (1970)",4
"bourdieu p., passeron j.-c., les hÃ©ritiers, (1964)",4
"bourdieu p., travail et travailleurs en algÃ©rie, (1963)",4
"bourdieu p., the peculiar history of scientific reason, sociological forum, 6, pp. 3-26, (1991)",4
"bourdieu p., distinction: a social critique of taste, (1984)",4
"bourdieu p., the forms of capital., handbook of theory and research for the sociology of education, (1986)",4
"bourdieu p., la noblesse dâÃ©tat: grandes Ã©coles et esprit de corps, (1989)",4
"bourdieu p., manet: une rÃ©volution symbolique, (2013)",4
"bourdieu p., symbolic power, critique of anthropology, 4, pp. 77-85, (1979)",4
"bourdieu p., the logic of practices, (1990)",4
"bourdieu p., darbel a., schnapper d., the love of art, (1990)",4
"bourdieu p., les trois Ã©tats du capital culturel, actes de la recherche en sciences sociales, 30, pp. 3-6, (1979)",4
"bourdieu p., the forms of capital, handbook of theory and research sociology of education, pp. 241-258, (1986)",4
"bourdieu p., intellectual field and creative project, knowledge and control: new directions for the sociology of education, pp. 161-188, (1971)",4
"bourdieu p., the attitude of the algerian peasant toward time, mediterranean countrymen, pp. 55-72, (1963)",4
"bourdieu p., the political field, the social science field and the journalistic field, bourdieu and the journalistic field, (2005)",4
"bourdieu, cultural reproduction and social reproduction, power and ideology in education, pp. 487-511, (1977)",4
"bourdieu p., wacquant l., farage s., rethinking the state: genesis and structure of the bureaucratic field, sociological theory, 12, 1, pp. 1-18, (1994)",4
"bourdieu p., outline of a theory of practice, (1978)",4
"bourdieu p., passeron j.-c., reproduction in education, (1977)",4
"bourdieu p., on the state: lectures at the collÃ¨ge de france, 1989-1992, (2014)",4
"bourdieu p., the sentiment of honour in kabyle society, honour and shame: the values of mediterranean society, pp. 191-241, (1965)",4
"wacquant l., towards a reflexive sociology: a workshop with pierre bourdieu, sociological theory, 7, pp. 26-63, (1989)",4
"bourdieu p., concluding remarks: for a sociogenetic understanding of intellectual works, bourdieu: critical perspectives, pp. 263-275, (1993)",4
"bourdieu p., leÃ§on sur la leÃ§on, (1982)",4
"bourdieu p., language and symbolic power, (1994)",4
"bourdieu p., the forms of capital, pp. 241-258, (1986)",4
"bourdieu p., distinction: a social critique of the judgement of taste, (1994)",4
"bourdieu p., darbel a., rivet j.-p., seibel c., travail et travailleurs en algÃ©rie, (1963)",4
"bourdieu p., distinction: a social critique of the judgement of taste (r. nice, trans.), (1984)",4
"bourdieu p., richardson j.g., the forms of capital, handbook of theory and research for the sociology of education, pp. 241-258, (1986)",4
"bourdieu p., distinction: a social critique of the judgement of taste, (1999)",4
"bourdieu p., la noblesse dâÃ©tat. grandes Ã©coles et esprit de corps, (1989)",4
"bourdieu p., raisons pratiques. sur la thÃ©orie de lâaction, (1994)",4
"bourdieu p., accardo a., the weight of the world: social suffering in contemporary society, (1999)",4
"bourdieu p., the school as a conservative force: scholastic achievement and cultural inequalities, contemporary research in the sociology of education, pp. 32-46, (1974)",4
"bourdieu p., first lecture. social space and symbolic space: introduction to a japanese reading of distinction, poetics today, 12, 4, pp. 627-638, (1991)",3
"bourdieu p., science of science and reflexivity, (2001)",3
"bourdieu p., coleman j.s., social theory for a changing society, (1991)",3
"bourdieu p., the specificity of the scientific field and the social conditions of the progress of reason, sociology of science, 14, 6, pp. 19-47, (1975)",3
"bourdieu p., outline of theory and practice, (1977)",3
"bourdieu pierre, outline of a theory of practice, (1972)",3
"bourdieu p., social space and symbolic power, sociological theory, 7, 1, (1989)",3
"bourdieu p., dÃ©crire et prescrire. note sur les conditions de possibilitÃ© et les limites de l'efficacitÃ© politique, actes de la recherche en sciences sociales, 38, pp. 69-73, (1981)",3
"bourdieu p., esprits d'Ã©tat. genÃ¨se et structure du champ bureaucratique, actes de la recherche en sciences sociales, 96-97, pp. 49-62, (1993)",3
"bourdieu p., the school as a conservative force: scholastic and cultural inequalities, contemporary research in the sociology of education, (1974)",3
"bourdieu p., systems of education and systems of thought, international social science journal, 19, 3, pp. 338-358, (1967)",3
"bourdieu p., the forms of capital, education: culture, economy, and society, pp. 47-58, (1997)",3
"bourdieu p., foreword, dealing in virtue: international commercial arbitration and the construction of a transnational legal order, (1996)",3
"bourdieu p., chamboredon j.c., passeron j.c., the craft of sociology, (1991)",3
"bourdieu p., passeron j.-c., reproduction in education, society and culture, (2000)",3
"bourdieu p., sport and social class, social science information, 17, 6, (1978)",3
"bourdieu p., the forms of capital, readings in economic sociology, pp. 280-291, (2008)",3
"bourdieu p., the logic of practice",3
"bourdieu p., outline of a theory of practice, (1982)",3
"bourdieu p., the peasant and photography, ethnography, 5, 4, pp. 601-616, (2004)",3
"bourdieu p., symbolic capital and social classes, journal of classical sociology, 13, 2, pp. 292-302, (2013)",3
"bourdieu p., le capital social. notes provisoires, actes de la recherche en sciences sociales, 31, pp. 2-3, (1981)",3
"bourdieu p., boltanski l., la production de lâidÃ©ologie dominante, actes de la recherche en sciences sociales, 2, 2-3, pp. 3-73, (1976)",3
"bourdieu p., sociology is a martial art: political writings by pierre bourdieu, (2010)",3
"bourdieu p., the rules of art. genesis and structure of the literary field, (1996)",3
"bourdieu p., champ du pouvoir et division du travail de domination, actes de la recherche en sciences sociales, 190, pp. 126-139, (2011)",3
"bourdieu p., science of science and reflexivity, (2006)",3
"bourdieu p., the historical genesis of a pure aesthetic, journal of aesthetics and art criticism, 46, pp. 201-210, (1987)",3
"bourdieu p., the forms of social capital, handbook of theory and research for the sociology of education, pp. 241-258, (1985)",3
"bourdieu p., distinction. a social critique of the judgment of taste, (1986)",3
"bourdieu p., marriage strategies as strategies of social reproduction, family and society, (1976)",3
"bourdieu p., passeron j.-c., reproduction in education: society and culture, (1977)",3
"bourdieu p., programme for a sociology of sport, in other words: essays towards a reflexive sociology, pp. 156-167, (1990)",3
"bourdieu p., le capital social. notes provisoires, actes de la recherche en sciences sociales, 31, pp. 2-3, (1980)",3
"bourdieu p., le fonctionnement du champ intellectuel, regards sociologiques, 17-18, pp. 5-27, (1999)",3
"bourdieu p., wacquant l., neoliberal newspeak: notes on the new planetary vulgate, radical philosophy, 105, pp. 2-5, (2001)",3
"bourdieu p., practical reason, on the theory of action, (1998)",3
"bourdieu p., the forms of capitals, handbook of theory and research for the sociology of education, pp. 241-258, (1986)",3
"bourdieu p., el sentido prÃ¡ctico, (1991)",3
"bourdieu p., participant objectivation, journal of the royal anthropological institute, 9, 2, pp. 281-294, (2003)",3
"bourdieu p., contre-feux 2, (2001)",3
"bourdieu p., the biographical illusion, identity, pp. 297-303, (2000)",3
"bourdieu p., the forms of capital, handbook of theory of research for the sociology of education, pp. 46-58, (1986)",3
"bourdieu p., boltanski l., castel r., chamboredon j.-c., schnapper d., photography: a middle-brow art, (1990)",3
"bourdieu p., site effects, the weight of the world: social suffering in contemporary society, pp. 123-129, (1999)",3
"bourdieu p., distinction: a social critique of the judgment of taste, (1996)",3
"bourdieu p., lâillusion biographique, actes de la recherche en sciences sociales, 62-63, pp. 69-72, (1986)",3
"bourdieu p., passport to duke, metaphilosophy, 28, 4, pp. 449-455, (1997)",3
"bourdieu p., outline of a theory of practice, (2003)",3
"bourdieu p., handbook of theory and research for the sociology of education, pp. 241-258, (1983)",3
"bourdieu p., outline of a theory of practice, (2002)",3
"bourdieu p., the production of belief: contribution to an economy of symbolic goods, media, culture & society, 2, 3, pp. 261-293, (1980)",3
"bourdieu p., the attitude of the algerian peasant toward time, mediterranean countrymen, pp. 55-72, (1964)",3
"bourdieu p., sport and social class social sciences information, information sur les sciences sociales, 17, 6, pp. 819-840, (1978)",3
"bourdieu p., the forms of capital, handbook of theory for the sociology of education, pp. 241-258, (1986)",3
"bourdieu p., towards a theory of practice, (1977)",3
"bourdieu p., the school as a conservative force: scholastic and cultural inequalities, schooling and capitalism: a sociological reader, (1976)",3
"bourdieu p., the forms of capital, handbook of theory and research for the sociology of education, pp. 242-258, (1986)",3
"bourdieu p., âthe forms of capitalâ, handbook of theory and research for the sociology of education, pp. 241-258, (1986)",3
"bourdieu p., distinction: a social critique on the judgment of tastes, (1984)",3
"bourdieu p., wacquant l., on the cunning of imperialist reason, theory, culture and society, 16, pp. 41-58, (1999)",3
"bourdieu p., structuralism and theory of sociological knowledge, social research, 35, pp. 681-706, (1968)",3
"bourdieu p., chamboredon j.-c., passeron j.-c., le mÃ©tier de sociologue. prÃ©alables Ã©pistÃ©mologiques, (1968)",3
"bourdieu p., sport and social class, rethinking popular culture: contemporary perspectives in cultural studies, (1991)",3
"bourdieu p., the biographical illusion, identity: a reader, pp. 297-303, (2000)",3
"bourdieu p., handbook of theory of research for the sociology of education, pp. 241-258, (1986)",3
"bourdieu p., cultural reproduction and social reproduction, knowledge, education, and cultural change: papers in the sociology of education, (1973)",3
"bourdieu p., homo academicus, (1996)",3
"bourdieu p., what makes a social class?, berkeley journal of sociology, 32, pp. 1-17, (1987)",3
"bourdieu p., wacquant l.j.d., an introduction to reflexive sociology, (1992)",3
"bourdieu p., la distinction. critique social du jugement, (1979)",3
"bourdieu p., accardo a., balazs g., beaud s., bonvin f., bourdieu e., bourgois p., et al., the weight of the world: social suffering in contemporary society, (1999)",3
"bourdieu p., academic discourse, (1994)",3
"bourdieu p., nice r., the production of belief: contribution to an economy of symbolic goods, media, culture and society, 2, 3, pp. 261-293, (1980)",3
"bourdieu p., algerian landing, ethnography, 5, 4, pp. 415-442, (2004)",3
"bourdieu p., distinction: a social critique of the judgement in taste, (1984)",3
"bourdieu p., remarques provisoires sur la perception sociale du corps, actes de la recherche en sciences sociales, 14, pp. 51-54, (1977)",3
"bourdieu p., passerson j.c., reproduction in education, society and culture, (1977)",3
"bourdieu p., sociologie de lâalgÃ©rie, (1958)",3
"bourdieu p., the specificity of the scientific field and the social conditions for the progress of reason, social science information, 14, 5, pp. 19-47, (1975)",3
"bourdieu pierre, distinction. a social critique of the judgement of taste, (1984)",3
"bourdieu p., distinction: a social critique of the judgement of taste. translated by richard nice, (1984)",3
