top_reference,total_count
"bourdieu p., de saint martin m., la sainte famille: lÃ©piscopat franÃ§ais dans le champ du pouvoir, pp. 44-45, (1982)",1
"bourdieu p., the aristocracy of culture, media culture and sociology.a critical reader, (1986)",1
"bourdieu p., principles of economic anthropology, handbook of economic anthropology, (2005)",1
"bourdieu p., physischer, sozialer und angeeigneter physischer raum, stadt-rÃ¤ume, pp. 25-34, (1991)",1
"bourdieu p., razones prÃ¡cticas: sobre lateorÃ­a de la acciÃ³n [practical reason: on the theory ofaction], (1999)",1
"bourdieu p., [1985]) sociology in question, (2000)",1
"bourdieu p., [1996]). 'the myth of ""globalization"" and the european welfare state, sociology is a martial art: political writings by pierre bourdieu, (2010)",1
"bourdieu andwacquant p.l., (1992)",1
"bourdieu p., wacquant l., towards a reflexive sociology, sociological theory, 7, (1989)",1
"bourdieu p., the berber house, the anthropology of space, pp. 131-141, (2003)",1
"bourdieu pierre, wacquant loic, symbolic violence, violence in war and peace, pp. 272-274, (2004)",1
"bourdieu p., de regels van de kunst. wording en structuur van het literaire veld. [dutch translation of les rÃ¨gles de l'art. genÃ¨se et structure du champ littÃ©raire], (1994)",1
"bourdieu p., algeria 1960: the kabyle house or the world reversed, (1979)",1
"bourdieu p., political representation: elements for a theory of the political field, pp. 171-202, (1991)",1
"bourdieu, forms of capital, pp. 46-58",1
"bourdieu, rethinking the state, pp. 57-58",1
"bourdieu, political representation, pp. 173-174",1
"bourdieu p., passeron j.c., le mÃ©tier de sociologue, (1968)",1
"bourdieu p., delsaut y., pour une sociologie de la perception [for a sociology of perception], actes de la recherche en sciences sociales, 40, pp. 3-9, (1981)",1
"bourdieu p., wacquant l., for a socio-analysis of intellectuals: on homo academicus, berkeley journal of sociology, 34, pp. 1-29, (1989)",1
"bourdieu p., on interest and the relative autonomy of symbolic power., (1988)",1
"bourdieu p., the social institution of symbolic power, language and symbolic power, pp. 103-126, (1991)",1
"bourdieu p., on television, the forms of capital, pp. 46-58, (1996)",1
"bourdieu p., cultural reproduction and social reproduction, knowledge, education and social change, richard harvey brown, (1973)",1
"bourdieu p., the market of symbolic goods, the field of cultural production, pp. 112-141, (1993)",1
"bourdieu p., outline of a theory of practice, translation by r, cambridge university press, (1977)",1
"bourdieu p., distinction: a social critique of the judgement of taste, translation by r, harvard university press, (1984)",1
"bourdieu pierre, the weight of the world: social suffering in contemporary society, (2000)",1
"bourdieu p., language and symbolic power, the discourse reader, pp. 480-490, (1999)",1
"bourdieu p., preface to the english language edition, distinction: a social critique of the judgement of taste, (2000)",1
"bourdieu p., the forms of capital, education, globalisation and social change, (2006)",1
"bourdieu p., deux impÃ©rialismes de l'universel, l'amÃ©rique des franÃ§ais., (1992)",1
"bourdieu p., contre-feux: propos sur le capitalisme sauvage, acts of resistance: against the tyranny of the market., (1998)",1
"bourdieu p., le hantise du chÃ´mage chez l'ouvrier algÃ©rien: prolÃ©tariat et systÃ¨me coloniale, sociologie du travail, 4, pp. 313-331, (1962)",1
"bourdieu p., formes et degrÃ©s de la conscience du chÃ´mage dans l'algÃ©rie coloniale, manpower and unemployment research in africa, 4, pp. 36-44, (1971)",1
"bourdieu p., das religiÃ¶se feld: texte zur Ã¶konomie des heilgeschehens, (2000)",1
"bourdieu p., lebaron f., un entretien avec pierre bourdieu et frÃ©dÃ©ric lebaron: et si on repensait l'Ã©conomie?, le nouvel observateur, (2000)",1
"bourdieu p., boltanski l., chamboredon j.-c., la banque et sa clientÃ¨le: elÃ©ments d'une sociologie du crÃ©dit. 'utude rÃ©alisÃ©e sous la direction de pierre bourdieu par luc boltanski et jean-claude chamboredon, (1963)",1
"bourdieu p., participant objectivation, huxley memorial lecture, (2000)",1
"bourdieu p., outline of a theory of practice. cambridge, ma: cambridge, (1977)",1
"bourdieu p., passeron j.c., passeron j.c., et al., le mÃ©tier de sociologue, (1968)",1
"bourdieu p., communication and class struggle, pp. 124-130, (1979)",1
"bourdieu p., homo academicus, polity press, (1988)",1
"bourdieu p., the rules of art, polity press, (1996)",1
"bourdieu. p., the state nobility: elite schools in the field of power, stanford university press, (1996)",1
"bourdieu p., the social structure of the economy, polity press, (2005)",1
"bourdieu p., el neoliberalismo, utopÃ­a (en vÃ­as de realizaciÃ³n) de una explotaciÃ³n ilimitada, contrafuegos, pp. 136-150, (2003)",1
"bourdieu p., la esencia del neoliberalismo, el punto de vista, 5, pp. 40-43, (2008)",1
"bourdieu p., in l. wacquant, towards a reflexive sociology: a workshop with pierre bourdieu, sociological theory, 7, pp. 26-63, (1989)",1
"bourdieu p., the work of time, the gift: an interdisciplinary perspective, pp. 135-147, (1996)",1
"bourdieu p., the masculine dominance, (2000)",1
"bourdieu p., the rules of art (trans. emanuel s), (1996)",1
"bourdieu p., las reglas del arte, (1995)",1
"bourdieu p., inequality at school as the key to cultural inequality, french cultural policy debates: a reader, (2002)",1
"bourdieu p., grass g., 'speaking up', web translation of january 2000 television interview, (2000)",1
"bourdieu p., variations et invariants, actes de la recherche en sciences sociales, 70, 1, pp. 3-30, (1987)",1
"bourdieu p., saint martin m.d., agrÃ©gation et sÃ©grÃ©gation, actes de la recherche en sciences sociales, 69, 1, pp. 2-50, (1987)",1
"bourdieu p., the paris workshop, an invitation of reflexive sociology, pp. 218-260, (1992)",1
"bourdieu p., la noblesse dâÃ©tat, le sens commun, (1989)",1
"bourdieu p., de saint martin m., lâexcellence scolaire et les valeurs du systÃ¨me dâenseignement franÃ§ais, annales. histoire, sciences sociales, 1, pp. 147-175, (1970)",1
"bourdieu p., passeron j., sociology and philosophy in france since 1945, social research, 34, 1, pp. 162-212, (1967)",1
"bourdieu p., the mystery of the ministry: from particular wills to the general will, constellations, 11, 1, pp. 37-43, (2004)",1
"bourdieu p., boltanski l., formal qualifications and occupational hierarchies: the relationship between the production system and the reproduction system. (r. nice, trans.), reorganizing education, sage annual review, social and educational change, 1, pp. 61-69, (1977)",1
"bourdieu pierre, on television. trans. priscilla parkhurst ferguson, (1998)",1
"bourdieu p., 13, 1, pp. 19-26, (1996)",1
"bourdieu p., distinction rkp london, (1984)",1
"bourdieu p., homo academicus polity cambridge, (1988)",1
"bourdieu p., the state nobility polity cambridge, (1996)",1
"bourdieu p., passeron j.-p., reproduction in society, education and culture sage london, (1990)",1
"bourdieu p., wacquant l., an invitation to reflexive sociology university of chicago press chicago, (1992)",1
"the reality of reduction: the failed synthesis of pierre bourdieu, fin-de-siecle social theory: relativism, reduction, and the problem of reason, pp. 128-217, (1995)",1
"bourdieu p., die intellektuellen und die macht, (1991)",1
"bourdieu p., das literarische feld, streifzÃ¼ge durch das literarische feld, pp. 33-147, (1997)",1
"bourdieu p., âethos, habitus, hexisâ, questions de sociologie, pp. 133-136, (1980)",1
"bourdieu p., habitus: a sense of place, pp. 43-49, (2005)",1
"bourdieu p., champagne p., les exclus de l'interieur, actes de la recherche en sciences sociale, 91, pp. 71-75, (1992)",1
"bourdieu pierre, homoacademicus(englishedition), (1988)",1
"bourdieu p., meanwhile i have come to know all the diseases of sociological understanding, the craft of sociology: epistemological preliminaries, pp. 247-260, (1991)",1
"bourdieu p., la distinction: critique du jugement de goÃ»t",1
"bourdieu p., sur lâÃ©tat: cours au collÃ¨ge de france, 1989â1992",1
"bourdieu p., la noblesse dâetat[the nobility of the state], (1989)",1
"bourdieu p., passeron j.-c., les hÃ©ritiers[the inheritors], (1964)",1
"bourdieu p., the interest of the sociologist, in other words: essays towards a reflexive sociology, pp. 87-93, (1990)",1
"bourdieu p., intellectual field and creative project, (1971)",1
"bourdieu p., balazs g., beaud s., broccolichi s., champagne p., christin r., lenoir r., oeuvrard f., pialoux m., sayad a., schultheis f., solie c., theweight of the world: social suffering in contemporary society, (1999)",1
"bourdieu p., et al., le mÃ©tier de sociologue, the craft of sociology., (1968)",1
"bourdieu p., rethinking the state, state/culture: state-formation after the cultural turn, pp. 53-76, (1999)",1
"bourdieu p., le dÃ©racinement., (1964)",1
"bourdieu p., l'opinion publique n'existe pas, noroit, (1971)",1
"bourdieu p., darbel a., la fin d'un malthusianisme?, le partage des benefices, expansion et inÃ©galitÃ©s en france, (1966)",1
"bourdieu p., structures, habitus, practices, contemporary sociological theory, pp. 276-288, (2002)",1
"bourdieu p., the sociology of algeria, (1958)",1
"bourdieu p., the uses of the 'people, in other words: essays towards a reflexive sociology, pp. 150-156, (1990)",1
"bourdieu p., authorised language, language and symbolic power, pp. 107-116, (1991)",1
"bourdieu p., distinction: a social critique of the judgement of taste by pierre bourdieu, (1984)",1
"bourdieu p., et al., the craft of sociology: epistemolgical preliminaries, (1991)",1
"bourdieu p., lâÃ©conomie de la maison, actes de la recherche en sciences sociales, pp. 81-82, (1990)",1
"bourdieu p., historical and structural analysis of the sociology of religion, revue franÃ§aise de sociologie, 12, pp. 295-334, (1971)",1
"bourdieu p., la maison kabyle ou le monde inversÃ©, Ã©changes et communications. mÃ©langes offerts Ã  claude lÃ©vi-strauss Ã  lâoccasion de son 60Ã¨me anniversaire, pp. 739-758, (1970)",1
"bourdieu p., prÃ©sentation, actes de la recherche en sciences sociales, 1, pp. 1-3, (1975)",1
"bourdieu p., practical reason: on the theory of action, stanford: stanford university press, (1998)",1
"bourdieu p., pascalian meditations, stanford: stanford university press, (2000)",1
"bourdieu p., the political field, the social science field, and the journalistic field. in bourdieu and the journalistic field, eds. rodney benson and erik neveu, 29â47, (2005)",1
"bourdieu p., structures, habitus, practices, (1993)",1
"bourdieu p., sayad a., la dÃ©racinement: la crise de l'agriculture traditionelle, (1964)",1
"bourdieu p., razones prÃ¡cticas. sobre la teorÃ­a de la acciÃ³n, (1997)",1
"bourdieu p., las formas del capital, poder, derecho y clases sociales, pp. 131-164, (2001)",1
"bourdieu p., wacquant l., respuestas por una antropologÃ­a reflexiva, (1995)",1
"bourdieu p., things said [cosas dichas, (1996)",1
"bourdieu p., choses dites: le sens commun, (1987)",1
"bourdieu p., boltanski l., changes in the social structure and changes in the demand for education, in sociology of education: major themes, 2, (2000)",1
"bourdieu p., a economia das trocas simbÃ³licas, (1987)",1
"bourdieu, mammeri, dialogue",1
"bourdieu p., les doxosophes, minuit, pp. 26-45, (1972)",1
"bourdieu p., social space and symbolic space in practical reasons, (1998)",1
"bourdieu p., foreword, professional competition and professional power, (2005)",1
"bourdieu p., microcosmes: thÃ©orie des champs, raisons dâagir, (2022)",1
"bourdieu p., passeron j.-c., âla comparabilitÃ© des systÃ¨mes dâenseignement, Ã©ducation, dÃ©veloppement et dÃ©mocratie, (1967)",1
"bourdieu p., wacquant l., argumenten: voor een reflexieve maatschappijwetenschap, (1992)",1
"bourdieu p., boltanski l., saint-martin m., les stratÃ©gies de reconversion, information sur les sciences sociales, xii-5, pp. 61-75, (1973)",1
"bourdieu p., the forms of capital. in social capital critical perspectives. eds. stephen baron, john field, and tom schuller, (1986)",1
"bourdieu p., kapitalens former, agora - journal for metafysisk spekulation, 1-2, pp. 5-27, (2006)",1
"bourdieu p., the weight of the world: social suffering in contemporary society, site effects, pp. 123-129, (2000)",1
"bourdieu p., les paradoxes de l'automate, coopÃ©ration technique, 51-52, pp. 101-104, (1967)",1
"bourdieu p., les conditions sociales de la circulation internationale des idÃ©es, romanistische zeitschrift fÃ¼r literaturgeschichtel cahiers d'histoire des littÃ©ratures romanes, 1-2, pp. 1-10, (1990)",1
"bourdieu p., wacquant l., sur les ruses de la raison impÃ©rialiste, actes de la recherche en sciences sociales, 121-122, pp. 109-118, (1998)",1
"bourdieu p., cuestiones de sociologÃ­a, (2000)",1
"bourdieu p., authorized language: the social conditions for the effectiveness of ritual discourse, language and symbolic power, pp. 107-116, (1991)",1
"bourdieu p., wacquant l.j.d., reflexive sociology, (1992)",1
"bourdieu p., bourdieu: a critical reader, (1999)",1
"bourdieu p., passeron j.-c., reproduction: in education, society, and culture (richard nice, trans.), (1977)",1
"bourdieu p., et al., site effects, the weight of the world, pp. 123-129, (1999)",1
"bourdieu p., on the possibility of a field of world sociology.â pp. 373â89 in social theory for a changing society, (1991)",1
"bourdieu p., from the king's house to the reason of state: a model of the genesis of the bureaucratic field, pierre bourdieu and democratic politics. the mystery of ministry, (2005)",1
"bourdieu p., passeron j.-c., grundlagen einer theorie des symbolischen gewalt, (1973)",1
"bourdieu p., was heiÃt sprechen? zur Ã¶konomie des sprachlichen tausches, (1990)",1
"bourdieu p., stigma: notes on the management of spoiled identity, (1963)",1
"bourdieu p., symbolsk makt [symbolic violence]., (1996)",1
"bourdieu p., the politics of protest, socialist review, 242, pp. 1-3, (2000)",1
"bourdieu p., language and symbolic capital, (1991)",1
"bourdieu p., Ã¼ber das fernsehen, (1998)",1
"bourdieu p., yamamoto t., entretien sur la pratique, le temps et lâhistoire, iichiko intercultural, 1, pp. 6-13, (1989)",1
"bourdieu p., il ne faisait jamais le philosophe, les inrockuptibles, 25, (1995)",1
"bourdieu p., dÃ©fataliser le monde, les inrockuptibles, 99, pp. 22-29, (1997)",1
"bourdieu p., passeron j.-c., wacquant l.j.d., rÃ©ponses, (1992)",1
"bourdieu p., postface Ã  panofsky, e. architecture gothique et pensÃ©e scolastique., (1967)",1
"bourdieu p., mais qui a crÃ©Ã© les crÃ©ateurs?, in questions de sociologie, (1984)",1
"bourdieu p., libre Ã©change. entretiens avec hans haacke, (1994)",1
"bourdieu p., passeron j.c., les hÃ©ritiers. les Ã©tudiants et leurs Ã©tudes, (1964)",1
"bourdieu p., the specificity of the scientific field, french sociology: rupture and renewal since 1968, (1981)",1
"bourdieu p., une interprÃ©tation de la thÃ©orie de la religion selon max weber, archives europÃ©ennes de sociologie, xii, 1, pp. 3-21, (1971)",1
"bourdieu p., les modes de domination, actes de la recherche en sciences sociales, 2, 2-3, pp. 122-132, (1976)",1
"bourdieu p., critique of scholastic reason, pascalian meditations, pp. 9-48, (1997)",1
"bourdieu, legitimation and structured interest in weber's sociology of religion",1
"bourdieu p., the weight of the world, pp. 607-626, (1999)",1
"bourdieu p., a misÃ©ria do mundo, (1993)",1
"bourdieu p., meditaÃ§Ãµes pascalianas, (1998)",1
"bourdieu p., un placement de pe`re de famille, actes de la recherche en sciences sociales, 81-82, pp. 6-33, (1990)",1
"bourdieu p., on the state: lectures at the collÃ¨ge de france, 1989â1992, champagne p et al. (eds), (2014)",1
"bourdieu p., la prÃ©caritÃ© est aujourdâhui partout, (1997)",1
"bourdieu p., distinction: a social critique of the judgement of taste london: routledge and kegan paul, trans, (1984)",1
"bourdieu p., political interventions, (2008)",1
"bourdieu pierre, social space and symbolic power, other words: essays towards a reflexive sociology, by pierre bourdieu, pp. 122-139, (1990)",1
"bourdieu p., champ du pouvoir et division du travail de domination. texte manuscrit inÃ©dit ayant servi de support de cours au collÃ¨ge de france, 1985â1986, actes de la recherche en sciences sociales, 190, 5, pp. 126-139, (2011)",1
"bourdieu p., distinction: a social critique of the judgement of taste, pp. 499-525, (2019)",1
"bourdieu p., algeria 1960, translated by richard nice, (1979)",1
"bourdieu p., social space and field of power, (1998)",1
"bourdieu p., translated by gino raymond and matthew adamson, (1991)",1
"bourdieu p., from ruling class to field of power: an interview with pierre bourdieu on la noblesse d'etat. theory, culture, and society, 10, pp. 19-44, (1993)",1
"bourdieu p., the rules of art: genesis and structure of the literary field, translated by susan emanuel, (1996)",1
"bourdieu p., rethinking the state: genesis and structure of the bureaucratic field, in practical reason, pp. 25-63, (1998)",1
"bourdieu p., culture is in danger, firing back: against the tyranny of the market, 2, (2003)",1
"bourdieu p., handbook of theory and research of education, (1986)",1
"bourdieu p., wacquant l., sociology as socioanalysis, an invitation to reflexive sociology, pp. 62-74, (1992)",1
"bourdieu p., wacquant l., interest, habitus, rationality, an invitation to reflexive sociology, pp. 115-140, (1992)",1
"bourdieu p., wacquant l., language, gender, and symbolic violence, an invitation to reflexive sociology, pp. 140-174, (1992)",1
"bourdieu p., sketch for a self, (2007)",1
"bourdieu p., the philosophical institution, philosophy in france today, pp. 1-8, (1983)",1
"bourdieu p., les conditions sociales de la circulation internationale des idÃ©es, romanische zeitschrift fÃ¼r literaturgeschichte, 1-2, pp. 1-10, (1990)",1
"bourdieu p., die biographische illusion, bios, 3, pp. 75-82, (1990)",1
"bourdieu p., le sens pratique, practical reason, (1980)",1
"bourdieu p., sur la television, (2008)",1
"bourdieu p., la double vÃ©ritÃ© du travail, actes de la recherche en sciences sociales, 114, 1, pp. 89-90, (1996)",1
"bourdieu p., boltanski l., castel r., chamboredon j.-c., lagneau g., schnapper d., photographie: un art moyen, (1965)",1
"bourdieu p., sayad a., uprooting, (2015)",1
"bourdieu p., sociology is a martial art, (2010)",1
"bourdieu p., social space and symbolic space, contemporary sociological theory, (1994)",1
"bourdieu p., chamboredon j.c., passeron j.c., sociology as a craft: epistemological preliminaries, (1991)",1
"bourdieu p., the forms of capital. in j.g. richardson, handbook of theory and research for the sociology of education, pp. 241-258, (1986)",1
"bourdieu p., physical space, social space and habitus rapport 10., (1996)",1
"bourdieu p., conclusion: classes and classifications, (1984)",1
"bourdieu p., algeria 1960",1
"bourdieu p., bachelorâs ball, (2008)",1
"bourdieu p., social definition of photography. - photography: a middle-brow art, pp. 73-84, (1990)",1
"bourdieu p., stratÃ©gies de reproduction et modes de domination [reproduction strategies and modes of domination], actes de la recherche en sciences sociales, 105, pp. 3-12, (1994)",1
"bourdieu p., wacquant l., an invitation to reflexive social science, (1992)",1
"bourdieu p., distinction reprinted oxon: routledge, (1984)",1
"bourdieu p., ayrÄ±m: beÄeni yargÄ±sÄ±nÄ±n toplumsal eleÅtirisi [distinction: a social critique of the judgment of taste], (2017)",1
"bourdieu p., masculine domination",1
"bourdieu p., science of science and reflexivity, trans, nice r, (2004)",1
"bourdieu p., case study: parallel-cousin mariage, an outline of a theory of practice., pp. 30-71, (1977)",1
"bourdieu p., les fractions de la classe dominante et les modes d'appropriation de l'oeuvre d'art, information sur les sciences sociales, 13, 3, pp. 7-31, (1974)",1
"bourdieu p., nice r., the forms of capital, richardson jg (ed.) handbook of theory and research for the sociology of education, pp. 241-258, (1986)",1
"bourdieu p., pascalian meditations (trans. r nice). stanford, ca: stanford university press, (2000)",1
"bourdieu p., passeron j.c., sociologues des mythologies et mythologies des sociologues, les temps modernes, 211, pp. 998-1021, (1963)",1
"bourdieu p., manet: une rÃ©volution symbolique: cours au collÃ¨ge de france, 1998â2000, suivis dâun manuscrit inachevÃ©, (2013)",1
"bourdieu p., wacquant l., âthe purpose of reflexive sociology, reflexive sociology, pp. 61-216, (1992)",1
"bourdieu p., thompson j.b., political representation: elements for a theory of the political field, language and symbolic power by pierre bourdieu, pp. 171-202, (1991)",1
"bourdieu p., the peasant and his body, ethnography, 5, 4, (2004)",1
"bourdieu p., nice r., the aristocracy of culture, media, culture & society, 2, 3, (1980)",1
"bourdieu p., production and reproduction of legitimate language, ce que parler veut dire. l'Ã©conomie des Ã©changes linguistiques, pp. 23-58, (1982)",1
"bourdieu p., le monde diplomatique, (1998)",1
"bourdieu p., interview in le monde, (1992)",1
"bourdieu p., passeron j.c., los estudiantes y la cultura, (1973)",1
"bourdieu p., wacquant l., (1992)",1
"bourdieu pierre, pascalian meditations, pp. 217-238, (2000)",1
"bourdieu p., (ferguson p. (trans. )), on television, (1998)",1
"bourdieu p., [1958)) the algerians, (1962)",1
"bourdieu p., nice r., the logic of practice, (1980)",1
"bourdieu p., le sens commun: la distinction critique sociale du jugement, (1979)",1
"bourdieu p., la precaritÃ© est aujourdâhui partout, contrefeux, (1998)",1
"bourdieu p., wacquant l., new liberal speak - notes on the planetary vulgate, le monde diplomatique, 554, pp. 6-7, (2001)",1
"bourdieu p., et al., un placement de pÃ¨re de famille [la maison individuelle: spÃ©cificitÃ© du produit et logique du champ de production], actes de la recherche en sciences sociales, 81, 1, pp. 6-33, (1990)",1
"bourdieu p., violence in war and peace, pp. 339-342, (2004)",1
"bourdieu p., esboÃ§o de uma teoria da prÃ¡tica, pierre bourdieu: sociologia, pp. 46-81, (1983)",1
"bourdieu p., et al., entrevista a anne-marie mÃ©tailiÃ©, publicada em les jeunes et le premier emploi, pp. 1-9, (1983)",1
"bourdieu p., [1997]) pascalian meditations (trans. richard nice), (2000)",1
"bourdieu p., den kritiske ettertanke. grunntag for samfunnsanalyse, (1993)",1
"bourdieu p., o conhecimento pelo corpo, meditaÃ§Ãµes pascalianas [pascalian meditations], pp. 113-44, (1998)",1
"bourdieu p., eagleton t., âdoxa and the common lifeâ. pierre bourdieu and terry eagleton in conversation, new left review, 191, (1991)",1
"bourdieu p., passeron j.-c., foundations of a theory of symbolic violence, reproduction in education, society and culture, pp. 1-68, (1977)",1
"bourdieu p., physical space, social space and habitus, vilhelm aubert memorial lecture, report, 10, pp. 87-101, (1996)",1
"bourdieu p., academic order and social order: preface to the 1990 edition, reproduction in education, society and culture, (1990)",1
"bourdieu p., eagleton t., doxa and common life. an interview, mapping ideology, pp. 265-277, (1994)",1
"bourdieu p., making the economic habitus",1
"bourdieu p., the abdication of the state, the weight of the world, pp. 181-188, (1999)",1
"bourdieu p., from the kingâs house to the reason of state: a model of the genesis of the bureaucratic field, pierre bourdieu and democratic politics, pp. 29-54, (2005)",1
"bourdieu p., the social sciences as object, metapolitica, 8, 33, pp. 22-25, (2004)",1
"bourdieu p., systems of education and systems of thought, knowledge, education and cultural change, pp. 487-510, (1971)",1
"bourdieu p., on the relationship between sociology and history in germany and france, pp. 157-186, (1999)",1
"bourdieu p., sociologie de lâalgÃ©rie (the sociology of algeria), (1958)",1
"bourdieu p., male domination, social science research proceedings, 84, pp. 2-31, (1990)",1
"bourdieu p., effets de lieu, la misÃ¨re du monde, pp. 249-262, (1993)",1
"bourdieu p., existe-il une literature belge, etudes de lettres, 4, pp. 3-6, (1985)",1
"bourdieu p., âla jeunesse nâest quâun motâ, questions de sociologie, pp. 143-154, (1980)",1
"bourdieu p.l.j., (1992)",1
"bourdieu p., social reproduction, culture: critical concepts in sociology, 3, pp. 63-94, (2003)",1
"bourdieu p., free exchange, (1995)",1
"bourdieu p., passeron j.-c., la reproduction: elements pour une thÃ©orie du syste'me dâenseignement [reproduction: elements for a theory of the teaching system.], (1970)",1
"bourdieu p., for a scholarship with commitment, profession: modern language association, pp. 40-45, (2000)",1
"bourdieu p., the practice of reflexive sociology, an invitation to reflexive sociology, pp. 217-261, (1992)",1
"bourdieu p., et al., postscript, the weight of the world, (1999)",1
